,0
189,0.54427516
190,0.7876106
191,0.7876106
192,0.7876106
193,0.90218335
194,0.90218335
195,0.13640401
196,0.13640401
197,0.71416634
198,0.71416634
199,0.12559205
200,0.49889296
201,0.49889296
202,0.6924429
203,0.6924429
204,0.19852008
205,0.19852008
206,0.076873384
207,0.076873384
208,0.025153149
209,0.025153149
210,0.025153149
211,0.7475776
212,0.9821207
213,0.9821207
214,0.9821207
215,0.91090816
216,0.91090816
217,0.8053474
218,0.041470915
219,0.041470915
220,0.18103202
221,0.18103202
222,0.18103202
223,0.026363246
224,0.026363246
225,0.026363246
226,0.04207998
227,0.04207998
228,0.04207998
229,0.01602714
230,0.01602714
231,0.01602714
232,0.985795
233,0.985795
234,0.985795
235,0.17035677
236,0.17035677
237,0.17035677
238,0.48932853
239,0.48932853
240,0.48932853
241,0.102929614
242,0.102929614
243,0.102929614
244,0.17327017
245,0.17327017
246,0.17327017
247,0.13314465
248,0.13314465
249,0.13314465
250,0.93090993
251,0.93090993
252,0.93090993
253,0.159133
254,0.159133
255,0.773281
256,0.773281
257,0.71596783
258,0.71596783
259,0.71596783
260,0.80121934
261,0.80121934
262,0.15081134
263,0.21504147
264,0.21504147
265,0.21504147
266,0.46746433
267,0.46746433
268,0.46746433
269,0.9661704
270,0.9661704
271,0.041050337
272,0.97139627
273,0.97139627
274,0.27636477
275,0.09782733
276,0.72669655
277,0.72669655
278,0.72669655
279,0.092107624
280,0.4646342
281,0.4646342
282,0.36301813
283,0.96789193
284,0.96789193
285,0.96789193
286,0.6209535
287,0.016474439
288,0.016474439
289,0.016474439
290,0.05405298
291,0.05405298
292,0.06517834
293,0.28937986
294,0.060075372
295,0.060075372
296,0.034560144
297,0.034560144
298,0.034560144
299,0.34881464
300,0.34881464
301,0.34881464
302,0.25315863
303,0.25315863
304,0.06411171
305,0.06411171
306,0.06411171
307,0.18202622
308,0.18202622
309,0.98930675
310,0.98930675
311,0.98930675
312,0.931669
313,0.931669
314,0.931669
315,0.600931
316,0.600931
317,0.50486374
318,0.50486374
319,0.50486374
320,0.15138254
321,0.15138254
322,0.5480543
323,0.5480543
324,0.8936268
325,0.9952988
326,0.43299538
327,0.43299538
328,0.18063216
329,0.18063216
330,0.98942286
331,0.91639304
332,0.91639304
333,0.91639304
334,0.9413448
335,0.9413448
336,0.8968699
337,0.8968699
338,0.8968699
339,0.15530078
340,0.12866765
341,0.92006946
342,0.92006946
343,0.92006946
344,0.13046423
345,0.13046423
346,0.13046423
347,0.2688653
348,0.9503576
349,0.9503576
350,0.4551267
351,0.4551267
352,0.4551267
353,0.8464768
354,0.56583107
355,0.5249604
356,0.5249604
357,0.5249604
358,0.21663739
359,0.21663739
360,0.021001086
361,0.021001086
362,0.049028076
363,0.049028076
364,0.049028076
365,0.6026122
366,0.6026122
367,0.33401912
368,0.33401912
369,0.08674193
370,0.7803094
371,0.7803094
372,0.7803094
373,0.17788553
374,0.17788553
375,0.6754786
376,0.6754786
377,0.6754786
378,0.9740925
379,0.025797809
380,0.025797809
381,0.025797809
382,0.46538964
383,0.46538964
384,0.46538964
385,0.2539594
386,0.2539594
387,0.31612754
388,0.16554654
389,0.16554654
390,0.614007
391,0.87925094
392,0.011044851
393,0.011044851
394,0.011044851
395,0.94861287
396,0.70123804
397,0.70123804
398,0.70123804
399,0.51269245
400,0.5569876
401,0.5569876
402,0.5569876
403,0.9345852
404,0.09956662
405,0.09956662
406,0.08305796
407,0.08305796
408,0.6008281
409,0.220562
410,0.9504085
411,0.9504085
412,0.9896702
413,0.9896702
414,0.9896702
415,0.89501095
416,0.86590904
417,0.86590904
418,0.7782611
419,0.7782611
420,0.7782611
421,0.7806727
422,0.7806727
423,0.7806727
424,0.1687773
425,0.1687773
426,0.6122203
427,0.16530102
428,0.16530102
429,0.16530102
430,0.017137816
431,0.017137816
432,0.1422661
433,0.6703578
434,0.5193821
435,0.3429288
436,0.3429288
437,0.3429288
438,0.36829656
439,0.36829656
440,0.36829656
441,0.35656384
442,0.35656384
443,0.7493255
444,0.7493255
445,0.81106794
446,0.40742844
447,0.40742844
448,0.8307659
449,0.31798428
450,0.31798428
451,0.31798428
452,0.99620926
453,0.35356554
454,0.35356554
455,0.35356554
456,0.6251057
457,0.6251057
458,0.41028264
459,0.41028264
460,0.6563357
461,0.6563357
462,0.78523725
463,0.78523725
464,0.78523725
465,0.6800777
466,0.6800777
467,0.6800777
468,0.98930675
469,0.98930675
470,0.98930675
471,0.15275282
472,0.15275282
473,0.15275282
474,0.5900452
475,0.5900452
476,0.5900452
477,0.2955397
478,0.85719806
479,0.62918586
480,0.62918586
481,0.7754197
482,0.7754197
483,0.7754197
484,0.2582236
485,0.2582236
486,0.89795774
487,0.06304445
488,0.06304445
489,0.06304445
490,0.86438113
491,0.86438113
492,0.86438113
493,0.08558413
494,0.18968168
495,0.18968168
496,0.18968168
497,0.9701508
498,0.72315705
499,0.72315705
500,0.16037822
501,0.16037822
502,0.2938991
503,0.14057763
504,0.14057763
505,0.38316405
506,0.38316405
507,0.38316405
508,0.48150417
509,0.48150417
510,0.48150417
511,0.21519978
512,0.21519978
513,0.21313341
514,0.21313341
515,0.21313341
516,0.14312619
517,0.14312619
518,0.42141688
519,0.42141688
520,0.42141688
521,0.40080473
522,0.40080473
523,0.40080473
524,0.8649366
525,0.78251153
526,0.78251153
527,0.22046655
528,0.052829076
529,0.052829076
530,0.052829076
531,0.061554153
532,0.061554153
533,0.061554153
534,0.24995674
535,0.039005704
536,0.16887078
537,0.16887078
538,0.6575217
539,0.6575217
540,0.93281907
541,0.27324626
542,0.83364105
543,0.06639339
544,0.06639339
545,0.017020768
546,0.017020768
547,0.4330357
548,0.9052072
549,0.9052072
550,0.9052072
551,0.42106912
552,0.42106912
553,0.94359577
554,0.9294437
555,0.8107532
556,0.0073306654
557,0.0073306654
558,0.0073306654
559,0.07366129
560,0.07366129
561,0.07366129
562,0.68445396
563,0.68445396
564,0.68445396
565,0.976766
566,0.976766
567,0.62741804
568,0.62741804
569,0.62741804
570,0.091554694
571,0.091554694
572,0.9166429
573,0.9166429
574,0.36407423
575,0.94859934
576,0.5536184
577,0.5536184
578,0.5536184
579,0.149505
580,0.149505
581,0.149505
582,0.30991328
583,0.30991328
584,0.30991328
585,0.8352832
586,0.8352832
587,0.11035747
588,0.11035747
589,0.26424903
590,0.26424903
591,0.7355881
592,0.7355881
593,0.3981659
594,0.3981659
595,0.3981659
596,0.7908413
597,0.7908413
598,0.7908413
599,0.9795241
600,0.9795241
601,0.7308964
602,0.7308964
603,0.3381481
604,0.3381481
605,0.3581061
606,0.8359002
607,0.8359002
608,0.74981475
609,0.6868349
610,0.6868349
611,0.6868349
612,0.519868
613,0.519868
614,0.9367621
615,0.9367621
616,0.54726654
617,0.6874379
618,0.6874379
619,0.83617157
620,0.83617157
621,0.83617157
622,0.20461404
623,0.20461404
624,0.20461404
625,0.44751826
626,0.44751826
627,0.8002989
628,0.82709384
629,0.82709384
630,0.78846496
631,0.78846496
632,0.78846496
633,0.6827483
634,0.33400926
635,0.33400926
636,0.6042771
637,0.6042771
638,0.6042771
639,0.1215128
640,0.2987863
641,0.2987863
642,0.2987863
643,0.33113715
644,0.33113715
645,0.084780216
646,0.77415013
647,0.17108303
648,0.17108303
649,0.6139788
650,0.29278356
651,0.29278356
652,0.273988
653,0.273988
654,0.9364681
655,0.9364681
656,0.7857596
657,0.7857596
658,0.7857596
659,0.2756483
660,0.2756483
661,0.028682338
662,0.06327052
663,0.06327052
664,0.4813863
665,0.4813863
666,0.824762
667,0.824762
668,0.824762
669,0.34747535
670,0.34747535
671,0.34747535
672,0.17824839
673,0.057477042
674,0.057477042
675,0.89215094
676,0.026013345
677,0.972969
678,0.972969
679,0.972969
680,0.2992407
681,0.22373824
682,0.22373824
683,0.22373824
684,0.6698055
685,0.6698055
686,0.9910495
687,0.9849075
688,0.09478592
689,0.39408398
690,0.39408398
691,0.39408398
692,0.22288635
693,0.7909377
694,0.9448849
695,0.9448849
696,0.36024562
697,0.36024562
698,0.36024562
699,0.16173276
700,0.090692766
701,0.090692766
702,0.3668092
703,0.3668092
704,0.3668092
705,0.95701927
706,0.95701927
707,0.95701927
708,0.19701049
709,0.2672018
710,0.2672018
711,0.22016266
712,0.22016266
713,0.22016266
714,0.14294851
715,0.02463857
716,0.02463857
717,0.39901766
718,0.5765525
719,0.5548432
720,0.5548432
721,0.5548432
722,0.07249071
723,0.07249071
724,0.07249071
725,0.12714739
726,0.8590895
727,0.8590895
728,0.8590895
729,0.080270104
730,0.080270104
731,0.27327868
732,0.27327868
733,0.27327868
734,0.38127944
735,0.38127944
736,0.38127944
737,0.07867469
738,0.07867469
739,0.07867469
740,0.5400997
741,0.5400997
742,0.5270944
743,0.6829682
744,0.14947973
745,0.92216605
746,0.4216928
747,0.4216928
748,0.099870875
749,0.099870875
750,0.099870875
751,0.19702882
752,0.19702882
753,0.47678512
754,0.47678512
755,0.47678512
756,0.077395804
757,0.077395804
758,0.44650882
759,0.07018656
760,0.07018656
761,0.2138073
762,0.5975238
763,0.98577845
764,0.98577845
765,0.98577845
766,0.9373777
767,0.9373777
768,0.9373777
769,0.8692434
770,0.32217818
771,0.32217818
772,0.6846741
773,0.6846741
774,0.37251195
775,0.5168064
776,0.5168064
777,0.23454015
778,0.23454015
779,0.4537027
780,0.18844214
781,0.18844214
782,0.18844214
783,0.212363
784,0.212363
785,0.212363
786,0.16893989
787,0.16893989
788,0.16893989
789,0.048150964
790,0.048150964
791,0.936765
792,0.936765
793,0.52565
794,0.423961
795,0.3771947
796,0.3771947
797,0.7667003
798,0.7667003
799,0.7667003
800,0.052180067
801,0.052180067
802,0.052180067
803,0.104567245
804,0.018599184
805,0.018599184
806,0.2848746
807,0.2848746
808,0.2848746
809,0.9857802
810,0.9857802
811,0.9857802
812,0.35162377
813,0.35162377
814,0.94012034
815,0.94012034
816,0.45261064
817,0.45261064
818,0.45261064
819,0.48365298
820,0.48365298
821,0.48365298
822,0.9459367
823,0.9459367
824,0.23890372
825,0.17278035
826,0.9347901
827,0.8806383
828,0.8806383
829,0.8806383
830,0.047910586
831,0.047910586
832,0.047910586
833,0.78384155
834,0.78384155
835,0.78384155
836,0.8445173
837,0.8445173
838,0.95604235
839,0.3913917
840,0.9798462
841,0.49102342
842,0.49102342
843,0.63977206
844,0.63977206
845,0.5831819
846,0.5831819
847,0.5831819
848,0.31858584
849,0.31858584
850,0.31858584
851,0.023963168
852,0.023963168
853,0.023963168
854,0.3263387
855,0.3263387
856,0.3263387
857,0.1750368
858,0.1750368
859,0.1750368
860,0.57687753
861,0.57687753
862,0.57687753
863,0.11056007
864,0.078498006
865,0.078498006
866,0.70327073
867,0.70327073
868,0.5749333
869,0.08704246
870,0.15059067
871,0.7248776
872,0.7248776
873,0.3672575
874,0.3672575
875,0.1862191
876,0.9629938
877,0.44769967
878,0.44769967
879,0.8077845
880,0.19681664
881,0.48016992
882,0.48016992
883,0.677132
884,0.677132
885,0.677132
886,0.7646221
887,0.7646221
888,0.97088224
889,0.97088224
890,0.03389555
891,0.03389555
892,0.03389555
893,0.1414191
894,0.1414191
895,0.16050571
896,0.16050571
897,0.9939766
898,0.1298425
899,0.73260295
900,0.18761377
901,0.18761377
902,0.18761377
903,0.97473425
904,0.07459061
905,0.29228625
906,0.29228625
907,0.29228625
908,0.68842125
909,0.68842125
910,0.68842125
911,0.648269
912,0.648269
913,0.7526747
914,0.7526747
915,0.7526747
916,0.38369766
917,0.38369766
918,0.38369766
919,0.7636785
920,0.7636785
921,0.7636785
922,0.18258077
923,0.682413
924,0.23444948
925,0.23444948
926,0.6554657
927,0.8565461
928,0.8565461
929,0.8565461
930,0.68604296
931,0.9976191
932,0.06643164
933,0.7493255
934,0.7493255
935,0.9190664
936,0.0762305
937,0.0762305
938,0.94359577
939,0.94359577
940,0.94359577
941,0.44593906
942,0.50963324
943,0.50963324
944,0.037384573
945,0.037384573
946,0.5624183
947,0.5624183
948,0.033387855
949,0.033387855
950,0.041490197
951,0.041490197
952,0.36579454
953,0.88247716
954,0.16347894
955,0.9857035
956,0.9857035
957,0.9857035
958,0.89881885
959,0.73294675
960,0.9325352
961,0.04327
962,0.04327
963,0.04327
964,0.7588721
965,0.7588721
966,0.22810245
967,0.22810245
968,0.7699257
969,0.7699257
970,0.7699257
971,0.7914598
972,0.7914598
973,0.28418085
974,0.28418085
975,0.42039198
976,0.42039198
977,0.97966206
978,0.06102574
979,0.73293537
980,0.73293537
981,0.73293537
982,0.94012034
983,0.23035052
984,0.23035052
985,0.23035052
986,0.08691238
987,0.08691238
988,0.72214127
989,0.75146073
990,0.9309473
991,0.9309473
992,0.72459954
993,0.07870764
994,0.38505033
995,0.38505033
996,0.38505033
997,0.031893432
998,0.031893432
999,0.031893432
1000,0.88084376
1001,0.9116613
1002,0.9116613
1003,0.9303596
1004,0.9303596
1005,0.9303596
1006,0.13224922
1007,0.13224922
1008,0.842505
1009,0.842505
1010,0.37848642
1011,0.37848642
1012,0.37848642
1013,0.07164618
1014,0.18049964
1015,0.18049964
1016,0.18049964
1017,0.17640015
1018,0.17640015
1019,0.5015641
1020,0.04498176
1021,0.04498176
1022,0.53617215
1023,0.53617215
1024,0.027062861
1025,0.027062861
1026,0.19698441
1027,0.96973765
1028,0.035256498
1029,0.035256498
1030,0.035256498
1031,0.64119774
1032,0.64119774
1033,0.64119774
1034,0.348899
1035,0.348899
1036,0.348899
1037,0.31612754
1038,0.31612754
1039,0.31612754
1040,0.009182351
1041,0.009182351
1042,0.37249374
1043,0.37249374
1044,0.9219229
1045,0.9219229
1046,0.38989463
1047,0.38989463
1048,0.38989463
1049,0.7422212
1050,0.6282679
1051,0.6282679
1052,0.13413033
1053,0.13413033
1054,0.13413033
1055,0.96767354
1056,0.23995182
1057,0.23995182
1058,0.23995182
1059,0.99646276
1060,0.674629
1061,0.674629
1062,0.674629
1063,0.60312253
1064,0.60312253
1065,0.60312253
1066,0.49153984
1067,0.49153984
1068,0.49153984
1069,0.31941816
1070,0.31941816
1071,0.31941816
1072,0.41132194
1073,0.41132194
1074,0.41132194
1075,0.064247325
1076,0.064247325
1077,0.052915923
1078,0.81166553
1079,0.81166553
1080,0.96033525
1081,0.96033525
1082,0.96033525
1083,0.10506534
1084,0.10506534
1085,0.50728154
1086,0.9747449
1087,0.9747449
1088,0.81106794
1089,0.81106794
1090,0.7469451
1091,0.7469451
1092,0.8976
1093,0.8976
1094,0.8976
1095,0.3921943
1096,0.29663172
1097,0.8152533
1098,0.8152533
1099,0.1792791
1100,0.1792791
1101,0.1792791
1102,0.9815013
1103,0.9815013
1104,0.9815013
1105,0.675601
1106,0.41857332
1107,0.41857332
1108,0.7222588
1109,0.7222588
1110,0.7222588
1111,0.3015616
1112,0.48643938
1113,0.48643938
1114,0.48643938
1115,0.0045773257
1116,0.0045773257
1117,0.6654378
1118,0.6654378
1119,0.6654378
1120,0.9362013
1121,0.0460169
1122,0.74952483
1123,0.74952483
1124,0.74952483
1125,0.96575004
1126,0.39320502
1127,0.39320502
1128,0.40757507
1129,0.40757507
1130,0.40757507
1131,0.19892816
1132,0.19892816
1133,0.19892816
1134,0.8308297
1135,0.8308297
1136,0.027382595
1137,0.027382595
1138,0.027382595
1139,0.48310208
1140,0.9409043
1141,0.9409043
1142,0.5033815
1143,0.96595407
1144,0.96595407
1145,0.7078656
1146,0.7078656
1147,0.033485673
1148,0.033485673
1149,0.9153486
1150,0.85253763
1151,0.85253763
1152,0.96753746
1153,0.96753746
1154,0.9116025
1155,0.730668
1156,0.750096
1157,0.750096
1158,0.033629417
1159,0.033629417
1160,0.9736179
1161,0.9573418
1162,0.9573418
1163,0.9573418
1164,0.20690608
1165,0.20690608
1166,0.20690608
1167,0.7395239
1168,0.08799696
1169,0.08799696
1170,0.027973998
1171,0.027973998
1172,0.18362914
1173,0.18362914
1174,0.18362914
1175,0.5163094
1176,0.5163094
1177,0.77293545
1178,0.77293545
1179,0.026407043
1180,0.026407043
1181,0.026407043
1182,0.26440904
1183,0.26440904
1184,0.26440904
1185,0.3660135
1186,0.015707115
1187,0.015707115
1188,0.025475346
1189,0.21798308
1190,0.21798308
1191,0.020109842
1192,0.020109842
1193,0.092971936
1194,0.31026626
1195,0.31026626
1196,0.31026626
1197,0.92975926
1198,0.92975926
1199,0.92975926
1200,0.6104909
1201,0.6104909
1202,0.8809768
1203,0.8809768
1204,0.39671433
1205,0.39671433
1206,0.39671433
1207,0.7191629
1208,0.7191629
1209,0.7191629
1210,0.13668184
1211,0.13668184
1212,0.98995984
1213,0.62883884
1214,0.62883884
1215,0.62883884
1216,0.13266219
1217,0.6693622
1218,0.6693622
1219,0.29799908
1220,0.17858343
1221,0.17858343
1222,0.17858343
1223,0.86684096
1224,0.74432296
1225,0.8893566
1226,0.8893566
1227,0.12015711
1228,0.9386703
1229,0.9386703
1230,0.6279538
1231,0.6279538
1232,0.09580469
1233,0.09580469
1234,0.09580469
1235,0.956135
1236,0.956135
1237,0.925059
1238,0.925059
1239,0.38139933
1240,0.38139933
1241,0.536907
1242,0.536907
1243,0.5702873
1244,0.5702873
1245,0.094005294
1246,0.094005294
1247,0.094005294
1248,0.096118085
1249,0.096118085
1250,0.096118085
1251,0.3045188
1252,0.3045188
1253,0.3045188
1254,0.92512757
1255,0.011000847
1256,0.011000847
1257,0.011000847
1258,0.03790737
1259,0.03790737
1260,0.03790737
1261,0.55401677
1262,0.55401677
1263,0.08048286
1264,0.08048286
1265,0.08048286
1266,0.9937273
1267,0.95312536
1268,0.95312536
1269,0.07786359
1270,0.07786359
1271,0.07786359
1272,0.20211235
1273,0.6711662
1274,0.6711662
1275,0.6711662
1276,0.773084
1277,0.773084
1278,0.48517
1279,0.48517
1280,0.48517
1281,0.04191948
1282,0.9868804
1283,0.5353701
1284,0.5353701
1285,0.3128071
1286,0.3128071
1287,0.074540116
1288,0.074540116
1289,0.074540116
1290,0.076694824
1291,0.8580329
1292,0.8580329
1293,0.7243841
1294,0.7243841
1295,0.7243841
1296,0.29184777
1297,0.0792019
1298,0.0792019
1299,0.081202924
1300,0.081202924
1301,0.081202924
1302,0.3627278
1303,0.3627278
1304,0.3627278
1305,0.7612609
1306,0.7612609
1307,0.7612609
1308,0.4828007
1309,0.4544799
1310,0.4544799
1311,0.64377254
1312,0.64377254
1313,0.56108296
1314,0.56108296
1315,0.56108296
1316,0.30726817
1317,0.33781505
1318,0.33781505
1319,0.33781505
1320,0.15033033
1321,0.15033033
1322,0.20896955
1323,0.8884694
1324,0.4546955
1325,0.4546955
1326,0.7112613
1327,0.045294046
1328,0.045294046
1329,0.96211636
1330,0.96211636
1331,0.17697695
1332,0.17697695
1333,0.17697695
1334,0.2810542
1335,0.2810542
1336,0.2810542
1337,0.030263387
1338,0.5120034
1339,0.5120034
1340,0.2828489
1341,0.2828489
1342,0.49985662
1343,0.49985662
1344,0.45710832
1345,0.45710832
1346,0.45710832
1347,0.5908475
1348,0.11382445
1349,0.11382445
1350,0.11382445
1351,0.035817556
1352,0.035817556
1353,0.5093118
1354,0.09409605
1355,0.09409605
1356,0.09409605
1357,0.8342461
1358,0.8342461
1359,0.43511376
1360,0.43511376
1361,0.43511376
1362,0.057266057
1363,0.057266057
1364,0.057266057
1365,0.8395706
1366,0.8395706
1367,0.7608833
1368,0.7608833
1369,0.10562291
1370,0.10562291
1371,0.0484033
1372,0.0484033
1373,0.23643516
1374,0.053589556
1375,0.053589556
1376,0.053589556
1377,0.48811802
1378,0.72905695
1379,0.72905695
1380,0.9227999
1381,0.7346876
1382,0.24314778
1383,0.24314778
1384,0.24314778
1385,0.934163
1386,0.934163
1387,0.9739595
1388,0.9739595
1389,0.08021782
1390,0.089853294
1391,0.089853294
1392,0.76047885
1393,0.76047885
1394,0.76047885
1395,0.49099836
1396,0.49099836
1397,0.14600877
1398,0.45675287
1399,0.5593487
1400,0.5593487
1401,0.22738694
1402,0.013904647
1403,0.013904647
1404,0.013904647
1405,0.27154315
1406,0.55190295
1407,0.55190295
1408,0.44635347
1409,0.44635347
1410,0.1441943
1411,0.1441943
1412,0.1441943
1413,0.6703578
1414,0.6703578
1415,0.74484664
1416,0.74484664
1417,0.74484664
1418,0.28312528
1419,0.5770925
1420,0.5770925
1421,0.5770925
1422,0.0928034
1423,0.0928034
1424,0.0928034
1425,0.9890849
1426,0.8843751
1427,0.8843751
1428,0.14582017
1429,0.14582017
1430,0.031544432
1431,0.031544432
1432,0.15319379
1433,0.15319379
1434,0.2376985
1435,0.2376985
1436,0.2376985
1437,0.35918447
1438,0.08972549
1439,0.55011976
1440,0.55011976
1441,0.55011976
1442,0.8788021
1443,0.8788021
1444,0.017579906
1445,0.017579906
1446,0.017579906
1447,0.93385476
1448,0.2824235
1449,0.2824235
1450,0.2824235
1451,0.6513308
1452,0.6513308
1453,0.6513308
1454,0.5567038
1455,0.3848916
1456,0.046115458
1457,0.046115458
1458,0.7243155
1459,0.47828248
1460,0.1529863
1461,0.61085343
1462,0.8520686
1463,0.73294675
1464,0.73294675
1465,0.73294675
1466,0.24755543
1467,0.24755543
1468,0.24755543
1469,0.9141037
1470,0.9141037
1471,0.9141037
1472,0.7079766
1473,0.6069219
1474,0.98762417
1475,0.98762417
1476,0.3995898
1477,0.31901103
1478,0.31901103
1479,0.32016987
1480,0.62849295
1481,0.62849295
1482,0.29406393
1483,0.14093447
1484,0.17490534
1485,0.97372943
1486,0.9909304
1487,0.27735266
1488,0.9802066
1489,0.9802066
1490,0.91827726
1491,0.7624855
1492,0.7624855
1493,0.7624855
1494,0.103946365
1495,0.103946365
1496,0.103946365
1497,0.73111475
1498,0.73111475
1499,0.9538883
1500,0.9538883
1501,0.20008169
1502,0.20008169
1503,0.06415287
1504,0.06415287
1505,0.06415287
1506,0.66638297
1507,0.15081134
1508,0.15081134
1509,0.46746433
1510,0.46746433
1511,0.46746433
1512,0.32189748
1513,0.6710602
1514,0.6710602
1515,0.14042279
1516,0.14042279
1517,0.16127926
1518,0.16127926
1519,0.16127926
1520,0.28313416
1521,0.7496852
1522,0.23590016
1523,0.23590016
1524,0.23590016
1525,0.35074246
1526,0.35074246
1527,0.35074246
1528,0.15317431
1529,0.15317431
1530,0.55181867
1531,0.55181867
1532,0.90577924
1533,0.90577924
1534,0.90577924
1535,0.27028295
1536,0.27028295
1537,0.27028295
1538,0.28959662
1539,0.9812764
1540,0.9812764
1541,0.021626454
1542,0.16218281
1543,0.7103245
1544,0.087983094
1545,0.087983094
1546,0.80690354
1547,0.10850364
1548,0.10850364
1549,0.21309952
1550,0.21309952
1551,0.43823507
1552,0.43823507
1553,0.9939312
1554,0.034474056
1555,0.43728086
1556,0.43728086
1557,0.08697334
1558,0.08697334
1559,0.08697334
1560,0.9643394
1561,0.9643394
1562,0.116253436
1563,0.116253436
1564,0.116253436
1565,0.9313747
1566,0.042585306
1567,0.042585306
1568,0.9947208
1569,0.9606744
1570,0.63447523
1571,0.6378693
1572,0.6378693
1573,0.33521378
1574,0.33521378
1575,0.5118651
1576,0.5118651
1577,0.5118651
1578,0.9224882
1579,0.9224882
1580,0.7590526
1581,0.25896809
1582,0.25896809
1583,0.608688
1584,0.608688
1585,0.608688
1586,0.75041956
1587,0.75041956
1588,0.76838046
1589,0.76838046
1590,0.35441035
1591,0.35441035
1592,0.23120089
1593,0.53089255
1594,0.07761732
1595,0.07761732
1596,0.07761732
1597,0.54842234
1598,0.54842234
1599,0.54842234
1600,0.039317623
1601,0.039317623
1602,0.039317623
1603,0.67405427
1604,0.67405427
1605,0.23254831
1606,0.23254831
1607,0.023699673
1608,0.023699673
1609,0.039526224
1610,0.039526224
1611,0.039526224
1612,0.46949732
1613,0.65087116
1614,0.65087116
1615,0.65087116
1616,0.79648846
1617,0.20252828
1618,0.20252828
1619,0.5663144
1620,0.5663144
1621,0.04635667
1622,0.04635667
1623,0.04635667
1624,0.3672123
1625,0.6595992
1626,0.6595992
1627,0.6595992
1628,0.012590976
1629,0.012590976
1630,0.012590976
1631,0.49117926
1632,0.49117926
1633,0.49117926
1634,0.66915524
1635,0.66915524
1636,0.66915524
1637,0.61587006
1638,0.09041565
1639,0.09041565
1640,0.22562504
1641,0.22562504
1642,0.22562504
1643,0.29591814
1644,0.29591814
1645,0.45676017
1646,0.45676017
1647,0.45676017
1648,0.9780764
1649,0.9780764
1650,0.9780764
1651,0.9671989
1652,0.07064144
1653,0.07064144
1654,0.16097976
1655,0.16097976
1656,0.2443475
1657,0.2443475
1658,0.2443475
1659,0.8357601
1660,0.8357601
1661,0.8357601
1662,0.09239468
1663,0.9713487
1664,0.9713487
1665,0.9713487
1666,0.022790445
1667,0.022790445
1668,0.022790445
1669,0.26359546
1670,0.26359546
1671,0.26359546
1672,0.91223574
1673,0.91223574
1674,0.91223574
